BLOCK_ID,STREET_BLOCK,METER_CLASS,DATE_TYPE,TIME_BAND_ID,LAST_RATE,OCCUPANCY_PCT,PROPOSED_RATE_CHG,NEW_RATE,ADJUSTED_RATE,FINAL_RATE,EXCEPTION_REASON,PMT_RATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36505,CORTLAND AVE 500,GMP,Weekday,1,$1.25,69,$0.00,1.25,1.25,$1.25,Insufficient payment data available for a rate adjustment,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36505,CORTLAND AVE 500,GMP,Weekday,2,$2.50,62,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36505,CORTLAND AVE 500,GMP,Weekday,3,$2.50,73,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36505,CORTLAND AVE 500,GMP,Weekday,4,$2.50,,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36505,CORTLAND AVE 500,Commercial,Weekend,1,$1.00,7,$0.00,0.75,1,$1.00,Insufficient payment data available for a rate adjustment,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36505,CORTLAND AVE 500,Commercial,Weekend,2,$3.50,15,$0.00,3.25,3.25,$3.50,Insufficient payment data available for a rate adjustment,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36505,CORTLAND AVE 500,Commercial,Weekend,3,$1.75,0,$0.00,1.75,1.75,$1.75,Insufficient payment data available for a rate adjustment,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36505,CORTLAND AVE 500,Commercial,Weekend,4,$2.50,,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36505,CORTLAND AVE 500,GMP,Weekend,1,$1.00,92,$0.25,1.25,1.25,$1.25,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36505,CORTLAND AVE 500,GMP,Weekend,2,$3.50,90,$0.25,3.75,3.75,$3.75,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36505,CORTLAND AVE 500,GMP,Weekend,3,$1.75,68,$0.00,1.75,1.75,$1.75,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36505,CORTLAND AVE 500,GMP,Weekend,4,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36506,CORTLAND AVE 600,Commercial,Weekday,1,$1.50,12,$0.00,1.25,1.25,$1.50,Insufficient payment data available for a rate adjustment,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36506,CORTLAND AVE 600,Commercial,Weekday,2,$2.50,7,$0.00,2.25,2.25,$2.50,Insufficient payment data available for a rate adjustment,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36506,CORTLAND AVE 600,Commercial,Weekday,3,$2.50,6,$0.00,2.25,2.25,$2.50,Insufficient payment data available for a rate adjustment,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36506,CORTLAND AVE 600,Commercial,Weekday,4,$2.50,,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36506,CORTLAND AVE 600,GMP,Weekday,1,$1.50,67,$0.00,1.5,1.5,$1.50,Insufficient payment data available for a rate adjustment,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36506,CORTLAND AVE 600,GMP,Weekday,2,$2.50,66,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36506,CORTLAND AVE 600,GMP,Weekday,3,$2.50,74,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36506,CORTLAND AVE 600,GMP,Weekday,4,$2.50,,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36506,CORTLAND AVE 600,Commercial,Weekend,1,$1.75,,$0.00,1.75,1.75,$1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36506,CORTLAND AVE 600,Commercial,Weekend,2,$3.50,,$0.00,3.5,3.5,$3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36506,CORTLAND AVE 600,Commercial,Weekend,3,$2.25,,$0.00,2.25,2.25,$2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36506,CORTLAND AVE 600,Commercial,Weekend,4,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36506,CORTLAND AVE 600,GMP,Weekend,1,$1.75,84,$0.25,2,2,$2.00,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36506,CORTLAND AVE 600,GMP,Weekend,2,$3.75,80,$0.25,4,4,$4.00,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36506,CORTLAND AVE 600,GMP,Weekend,3,$2.50,73,$0.00,2.5,2.5,$2.50,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36506,CORTLAND AVE 600,GMP,Weekend,4,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36507,CORTLAND AVE 700,Commercial,Weekday,1,$1.50,,$0.00,1.5,1.5,$1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36507,CORTLAND AVE 700,Commercial,Weekday,2,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36507,CORTLAND AVE 700,Commercial,Weekday,3,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36507,CORTLAND AVE 700,Commercial,Weekday,4,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36507,CORTLAND AVE 700,GMP,Weekday,1,$1.50,86,$0.25,1.75,1.75,$1.75,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36507,CORTLAND AVE 700,GMP,Weekday,2,$2.50,90,$0.25,2.75,2.75,$2.75,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36507,CORTLAND AVE 700,GMP,Weekday,3,$2.50,88,$0.25,2.75,2.75,$2.75,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36507,CORTLAND AVE 700,GMP,Weekday,4,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36507,CORTLAND AVE 700,Commercial,Weekend,1,$1.50,,$0.00,1.5,1.5,$1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36507,CORTLAND AVE 700,Commercial,Weekend,2,$3.00,,$0.00,3,3,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36507,CORTLAND AVE 700,Commercial,Weekend,3,$2.00,,$0.00,2,2,$2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36507,CORTLAND AVE 700,Commercial,Weekend,4,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36507,CORTLAND AVE 700,GMP,Weekend,1,$1.50,91,$0.25,1.75,1.75,$1.75,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36507,CORTLAND AVE 700,GMP,Weekend,2,$3.25,71,$0.00,3.25,3.25,$3.25,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36507,CORTLAND AVE 700,GMP,Weekend,3,$2.00,83,$0.25,2.25,2.25,$2.25,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36507,CORTLAND AVE 700,GMP,Weekend,4,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36508,CORTLAND AVE 800,Commercial,Weekday,1,$2.50,19,$0.00,2.25,2.25,$2.50,Insufficient payment data available for a rate adjustment,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36508,CORTLAND AVE 800,Commercial,Weekday,2,$2.50,16,$0.00,2.25,2.25,$2.50,Insufficient payment data available for a rate adjustment,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36508,CORTLAND AVE 800,Commercial,Weekday,3,$2.50,10,$0.00,2.25,2.25,$2.50,Insufficient payment data available for a rate adjustment,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36508,CORTLAND AVE 800,Commercial,Weekday,4,$2.50,,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36508,CORTLAND AVE 800,GMP,Weekday,1,$2.50,66,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36508,CORTLAND AVE 800,GMP,Weekday,2,$2.50,87,$0.00,2.75,2.75,$2.50,Insufficient payment data available for a rate adjustment,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36508,CORTLAND AVE 800,GMP,Weekday,3,$2.50,67,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36508,CORTLAND AVE 800,GMP,Weekday,4,$2.50,,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36508,CORTLAND AVE 800,Commercial,Weekend,1,$1.00,14,$0.00,0.75,1,$1.00,Insufficient payment data available for a rate adjustment,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36508,CORTLAND AVE 800,Commercial,Weekend,2,$2.00,20,$0.00,1.75,1.75,$2.00,Insufficient payment data available for a rate adjustment,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36508,CORTLAND AVE 800,Commercial,Weekend,3,$1.00,13,$0.00,0.75,1,$1.00,Insufficient payment data available for a rate adjustment,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36508,CORTLAND AVE 800,Commercial,Weekend,4,$2.50,,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36508,CORTLAND AVE 800,GMP,Weekend,1,$1.00,87,$0.25,1.25,1.25,$1.25,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36508,CORTLAND AVE 800,GMP,Weekend,2,$2.00,71,$0.00,2,2,$2.00,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36508,CORTLAND AVE 800,GMP,Weekend,3,$1.00,100,$0.25,1.25,1.25,$1.25,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36508,CORTLAND AVE 800,GMP,Weekend,4,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36509,CORTLAND AVE 900,Commercial,Weekday,1,$2.50,2,$0.00,2.25,2.25,$2.50,Insufficient payment data available for a rate adjustment,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36509,CORTLAND AVE 900,Commercial,Weekday,2,$2.50,4,$0.00,2.25,2.25,$2.50,Insufficient payment data available for a rate adjustment,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36509,CORTLAND AVE 900,Commercial,Weekday,3,$2.50,0,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36509,CORTLAND AVE 900,Commercial,Weekday,4,$2.50,,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36509,CORTLAND AVE 900,GMP,Weekday,1,$2.50,,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36509,CORTLAND AVE 900,GMP,Weekday,2,$2.50,,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36509,CORTLAND AVE 900,GMP,Weekday,3,$2.50,76,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36509,CORTLAND AVE 900,GMP,Weekday,4,$2.50,,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36509,CORTLAND AVE 900,Commercial,Weekend,1,$1.00,0,$0.00,1,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36509,CORTLAND AVE 900,Commercial,Weekend,2,$2.00,,$0.00,2,2,$2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36509,CORTLAND AVE 900,Commercial,Weekend,3,$1.25,,$0.00,1.25,1.25,$1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36509,CORTLAND AVE 900,Commercial,Weekend,4,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36509,CORTLAND AVE 900,GMP,Weekend,1,$1.00,40,$0.00,0.75,1,$1.00,Insufficient payment data available for a rate adjustment,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36509,CORTLAND AVE 900,GMP,Weekend,2,$2.00,34,$0.00,1.75,1.75,$2.00,Insufficient payment data available for a rate adjustment,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36509,CORTLAND AVE 900,GMP,Weekend,3,$1.00,100,$0.00,1.25,1.25,$1.00,Insufficient payment data available for a rate adjustment,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36509,CORTLAND AVE 900,GMP,Weekend,4,$2.50,,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36600,COTTER ST 0,Commercial,Weekday,1,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36600,COTTER ST 0,Commercial,Weekday,2,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36600,COTTER ST 0,Commercial,Weekday,3,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36600,COTTER ST 0,Commercial,Weekday,4,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36600,COTTER ST 0,GMP,Weekday,1,$2.50,66,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36600,COTTER ST 0,GMP,Weekday,2,$2.50,83,$0.00,2.75,2.75,$2.50,Insufficient payment data available for a rate adjustment,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36600,COTTER ST 0,GMP,Weekday,3,$2.50,74,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36600,COTTER ST 0,GMP,Weekday,4,$2.50,,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36600,COTTER ST 0,Commercial,Weekend,1,$1.00,,$0.00,1,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36600,COTTER ST 0,Commercial,Weekend,2,$2.00,,$0.00,2,2,$2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36600,COTTER ST 0,Commercial,Weekend,3,$1.00,,$0.00,1,1,$1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36600,COTTER ST 0,Commercial,Weekend,4,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36600,COTTER ST 0,GMP,Weekend,1,$1.00,59,$0.00,0.75,1,$1.00,Insufficient payment data available for a rate adjustment,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36600,COTTER ST 0,GMP,Weekend,2,$2.00,63,$0.00,2,2,$2.00,Insufficient payment data available for a rate adjustment,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36600,COTTER ST 0,GMP,Weekend,3,$1.00,53,$0.00,0.75,1,$1.00,Insufficient payment data available for a rate adjustment,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36600,COTTER ST 0,GMP,Weekend,4,$2.50,,$0.00,2.5,2.5,$2.50,Insufficient payment data available for a rate adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36700,COLLINGWOOD ST 0,GMP,Weekend,1,$3.25,93,$0.25,3.5,3.5,$3.50,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36700,COLLINGWOOD ST 0,GMP,Weekend,2,$4.25,79,$0.00,4.25,4.25,$4.25,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36700,COLLINGWOOD ST 0,GMP,Weekend,3,$4.50,87,$0.25,4.75,4.75,$4.75,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36700,COLLINGWOOD ST 0,GMP,Weekend,4,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36700,COLLINGWOOD ST 0,Commercial,Weekday,1,$2.50,,$0.00,,2.25,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36700,COLLINGWOOD ST 0,Commercial,Weekday,2,$3.50,,$0.00,,3.75,$3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36700,COLLINGWOOD ST 0,Commercial,Weekday,3,$4.00,,$0.00,,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36700,COLLINGWOOD ST 0,Commercial,Weekday,4,$2.50,,$0.00,,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36700,COLLINGWOOD ST 0,Commercial,Weekend,1,$3.00,,$0.00,,3.25,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36700,COLLINGWOOD ST 0,Commercial,Weekend,2,$4.00,,$0.00,,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36700,COLLINGWOOD ST 0,Commercial,Weekend,3,$4.25,,$0.00,,4.5,$4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36700,COLLINGWOOD ST 0,Commercial,Weekend,4,$2.50,,$0.00,,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36700,COLLINGWOOD ST 0,GMP,Weekday,1,$2.50,56,-$0.25,2.25,2.25,$2.25,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36700,COLLINGWOOD ST 0,GMP,Weekday,2,$3.75,100,$0.25,4,4,$4.00,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36700,COLLINGWOOD ST 0,GMP,Weekday,3,$4.00,71,$0.00,4,4,$4.00,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36700,COLLINGWOOD ST 0,GMP,Weekday,4,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,COLLINGWOOD ST 100,GMP,Weekend,1,$4.25,100,$0.25,4.5,4.5,$4.50,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,COLLINGWOOD ST 100,GMP,Weekend,4,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,COLLINGWOOD ST 100,GMP,Weekend,3,$3.75,95,$0.25,4,4,$4.00,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,COLLINGWOOD ST 100,GMP,Weekend,2,$3.25,64,$0.00,3.25,3.25,$3.25,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,COLLINGWOOD ST 100,Commercial,Weekday,1,$3.00,,$0.00,,3.25,$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,COLLINGWOOD ST 100,Commercial,Weekday,4,$2.50,,$0.00,,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,COLLINGWOOD ST 100,Commercial,Weekday,3,$5.00,,$0.00,,5.25,$5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,COLLINGWOOD ST 100,Commercial,Weekday,2,$4.00,,$0.00,,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,COLLINGWOOD ST 100,Commercial,Weekend,1,$4.00,,$0.00,,4.25,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,COLLINGWOOD ST 100,Commercial,Weekend,4,$2.50,,$0.00,,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,COLLINGWOOD ST 100,Commercial,Weekend,3,$3.75,,$0.00,,4,$3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,COLLINGWOOD ST 100,Commercial,Weekend,2,$3.50,,$0.00,,3.5,$3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,COLLINGWOOD ST 100,GMP,Weekday,1,$3.25,86,$0.25,3.5,3.5,$3.50,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,COLLINGWOOD ST 100,GMP,Weekday,4,$2.50,,$0.00,2.5,2.5,$2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,COLLINGWOOD ST 100,GMP,Weekday,3,$5.25,100,$0.25,5.5,5.5,$5.50,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,COLLINGWOOD ST 100,GMP,Weekday,2,$4.25,78,$0.00,4.25,4.25,$4.25,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36800,CYRIL MAGNIN ST 0,Commercial,Weekday,1,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36800,CYRIL MAGNIN ST 0,Commercial,Weekday,2,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36800,CYRIL MAGNIN ST 0,Commercial,Weekday,3,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36800,CYRIL MAGNIN ST 0,Commercial,Weekday,4,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36800,CYRIL MAGNIN ST 0,GMP,Weekday,1,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36800,CYRIL MAGNIN ST 0,GMP,Weekday,2,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36800,CYRIL MAGNIN ST 0,GMP,Weekday,3,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36800,CYRIL MAGNIN ST 0,GMP,Weekday,4,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36800,CYRIL MAGNIN ST 0,Commercial,Weekend,1,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36800,CYRIL MAGNIN ST 0,Commercial,Weekend,2,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36800,CYRIL MAGNIN ST 0,Commercial,Weekend,3,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36800,CYRIL MAGNIN ST 0,Commercial,Weekend,4,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36800,CYRIL MAGNIN ST 0,GMP,Weekend,1,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36800,CYRIL MAGNIN ST 0,GMP,Weekend,2,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36800,CYRIL MAGNIN ST 0,GMP,Weekend,3,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36800,CYRIL MAGNIN ST 0,GMP,Weekend,4,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36801,CYRIL MAGNIN ST 100,Commercial,Weekday,1,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36801,CYRIL MAGNIN ST 100,Commercial,Weekday,2,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36801,CYRIL MAGNIN ST 100,Commercial,Weekday,3,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36801,CYRIL MAGNIN ST 100,Commercial,Weekday,4,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36801,CYRIL MAGNIN ST 100,GMP,Weekday,1,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36801,CYRIL MAGNIN ST 100,GMP,Weekday,2,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36801,CYRIL MAGNIN ST 100,GMP,Weekday,3,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36801,CYRIL MAGNIN ST 100,GMP,Weekday,4,$4.00,0,$0.00,4,4,$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36801,CYRIL MAGNIN ST 100,Commercial,Weekend,1,$1.50,0,$0.00,1.5,1.5,$1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36801,CYRIL MAGNIN ST 100,Commercial,Weekend,2,$2.00,0,$0.00,2,2,$2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36801,CYRIL MAGNIN ST 100,Commercial,Weekend,3,$2.75,0,$0.00,2.75,2.75,$2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
